ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
782,56,32,158,94588,3,3.7,3,0,1,0,0,1,0
1657,40,15,175,92646,2,3.3,1,0,0,0,0,1,0
68,53,23,45,95123,4,2.0,3,132,0,1,0,0,0
2251,46,22,154,93109,1,5.0,1,0,0,0,0,1,0
4151,46,20,72,92009,2,1.7,2,75,0,0,0,1,0
1505,30,6,191,92028,2,4.4,2,0,1,0,0,1,0
876,61,36,21,95616,4,0.4,2,123,0,0,0,0,0
3295,42,12,29,93611,3,2.0,3,0,0,0,0,0,0
1992,46,22,30,90747,3,0.5,1,0,0,0,0,0,0
1476,44,19,78,92064,2,3.8,3,268,0,0,0,0,0
1055,63,38,8,95136,4,0.6,2,0,0,0,0,1,0
2590,64,40,123,90840,1,3.8,1,0,0,0,0,1,1
544,63,38,54,94704,3,2.4,1,90,0,0,0,0,1
863,50,23,15,94025,2,1.0,2,101,0,0,0,0,0
2770,33,9,183,91320,2,8.8,3,582,1,0,0,1,0
1807,61,36,10,90740,1,0.1,1,0,0,0,0,0,0
2632,47,20,62,92521,1,2.67,2,0,0,0,0,1,0
2737,53,29,12,95621,1,0.3,1,0,0,0,0,0,0
665,54,30,64,95126,1,1.8,3,227,0,0,0,0,1
2905,56,32,190,90032,3,2.2,1,0,1,0,1,1,0
4916,49,24,48,93117,1,1.3,2,0,0,0,0,0,1
768,64,39,38,92024,1,1.1,3,108,0,0,0,0,0
3982,64,39,22,92691,3,0.5,1,0,0,1,1,1,1
3660,33,7,22,94002,1,0.4,2,0,0,0,0,0,0
1528,57,33,45,94117,1,1.8,3,195,0,0,0,0,0
2401,61,36,169,91380,2,6.1,3,106,1,0,1,1,1
3559,60,34,60,94065,3,2.5,1,0,0,0,0,1,0
624,44,19,34,95616,1,0.3,3,78,0,0,0,1,0
1223,61,37,20,90011,3,0.4,2,94,0,0,0,0,0
3574,60,36,165,90095,3,5.6,1,0,1,0,0,0,1
1675,37,11,139,95814,2,0.8,2,421,1,0,0,1,0
2883,55,31,69,90089,1,2.7,2,0,0,1,0,0,1
2932,31,4,54,91741,2,1.0,2,109,0,0,0,0,1
3734,58,32,72,94105,3,0.3,2,0,0,0,0,1,0
4547,48,24,74,91109,3,0.7,1,0,0,1,0,1,0
3901,51,27,12,92834,3,0.4,1,0,0,1,1,1,1
4812,36,12,123,90502,2,3.0,3,0,1,0,0,0,0
496,25,0,44,94545,4,0.6,2,0,0,0,0,1,1
1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0
2024,55,29,55,94720,1,0.2,1,151,0,0,0,1,0
4469,67,42,51,94117,3,2.2,1,0,0,0,0,1,1
2441,31,5,22,91401,1,0.6,3,0,0,0,0,0,0
4733,39,13,69,92096,3,0.1,1,247,0,0,0,0,0
2569,46,21,34,92373,2,1.3,1,0,0,0,0,1,0
2435,38,12,93,95616,1,5.2,1,267,0,0,0,1,0
643,50,24,103,94132,1,0.3,1,0,0,0,0,1,0
3936,59,33,53,90034,3,2.5,1,0,0,0,0,1,0
4073,42,17,78,92521,1,1.0,3,0,0,0,0,1,0
2477,54,28,30,95616,4,0.7,2,0,0,0,0,1,0
3116,31,5,111,94305,2,0.2,1,0,0,0,0,0,0
3884,40,16,98,94534,2,1.8,2,98,0,0,0,1,0
3577,56,30,70,90245,3,0.3,2,0,0,0,0,0,0
789,58,34,10,92521,4,0.7,1,0,0,0,0,0,0
2536,50,25,21,90274,2,0.7,3,129,0,0,0,0,0
772,42,18,71,91614,3,2.33,1,106,0,1,0,1,0
420,58,33,50,94501,4,2.1,1,0,0,0,0,0,1
330,28,4,191,90064,1,6.33,1,0,0,0,0,1,0
3231,65,40,48,94708,3,2.4,1,0,0,0,0,0,1
1525,40,16,155,94002,4,0.1,3,0,1,0,1,1,1
1885,57,33,163,94132,1,7.4,1,0,0,0,0,1,0
349,40,15,173,95060,4,6.6,1,0,1,0,1,1,1
993,34,9,93,94608,1,0.0,1,0,0,0,0,1,0
4968,41,16,69,92697,1,0.1,2,0,0,0,0,1,0
2001,28,2,22,95670,1,0.1,2,0,0,0,0,1,0
1498,45,21,73,95020,1,0.8,3,0,0,0,0,1,0
4136,48,23,168,95929,2,2.8,1,308,0,0,0,1,0
826,37,11,34,95616,3,0.2,2,0,0,0,0,0,0
3190,32,6,31,92675,1,0.3,1,0,0,0,0,0,0
2800,64,39,85,94720,4,3.4,2,200,0,0,0,1,0
4700,61,36,61,91320,2,2.8,1,153,0,0,0,0,1
887,54,29,74,93907,3,2.0,2,0,0,0,0,0,0
500,50,25,42,93108,3,1.7,2,0,0,0,0,1,0
114,58,34,92,92703,2,2.8,1,103,0,0,0,0,0
2084,31,7,38,94025,1,0.2,3,0,0,0,0,1,0
58,56,31,131,95616,2,1.2,3,0,1,0,0,0,0
3159,54,28,64,90095,2,0.8,3,0,0,1,0,1,0
4147,53,28,85,95814,1,1.3,3,118,0,0,0,1,0
2960,38,12,43,94305,4,0.2,1,0,0,0,0,0,0
4959,50,26,19,90095,1,0.9,3,0,0,0,0,0,0
250,26,1,55,90089,3,2.6,3,113,0,0,0,0,1
1029,29,4,110,92096,4,2.5,3,0,1,0,0,0,0
3298,57,32,23,93407,1,0.3,3,0,0,0,0,1,1
4036,34,9,180,93955,2,6.5,3,0,1,0,1,1,0
1828,56,30,113,92704,2,2.7,1,352,0,0,0,0,1
3083,39,13,40,92122,3,0.9,3,129,0,0,0,1,0
4510,55,30,53,94550,3,1.7,1,0,0,0,0,1,0
186,39,14,115,91320,1,1.0,3,0,0,0,0,1,0
1614,60,34,52,94305,4,1.7,2,0,0,1,0,1,0
4618,38,13,41,95521,3,0.5,3,0,0,0,0,0,1
4784,43,19,32,94720,4,0.3,1,0,0,0,0,0,0
1286,38,13,113,94720,4,1.7,2,0,1,0,0,0,1
1763,65,35,55,94526,4,1.67,3,89,0,0,0,1,1
3924,41,15,91,90502,1,2.8,3,330,0,1,0,1,0
4548,50,25,32,94304,2,0.7,2,0,0,0,0,1,0
126,60,35,80,91301,3,0.5,1,0,0,0,0,1,0
4913,51,26,28,94061,1,1.3,2,94,0,1,0,1,0
1955,44,20,81,90245,4,2.0,3,277,0,0,0,1,0
1798,35,10,143,91365,1,8.6,1,0,0,0,0,1,1
3389,45,21,115,91320,2,3.3,1,85,0,0,0,1,0
4257,41,17,165,91311,2,7.6,1,157,0,0,0,0,0
3011,25,1,72,94301,3,0.8,1,0,0,0,0,1,0
3273,35,9,85,92121,2,1.8,1,0,0,0,0,0,0
3213,61,35,59,92697,1,2.8,2,0,0,0,0,0,0
1558,51,25,41,94939,4,1.8,1,0,0,0,0,0,0
200,36,11,158,92152,1,5.1,3,0,1,0,1,1,1
2768,48,24,59,90401,1,0.0,1,144,0,0,0,1,0
1813,43,19,128,95054,1,4.7,1,0,0,0,0,1,0
4674,50,23,18,95503,2,1.0,2,88,0,0,0,1,1
71,42,18,115,91335,1,3.5,1,0,0,0,0,0,1
3472,50,25,38,95503,1,1.4,3,0,0,0,0,1,0
4208,37,11,51,93305,3,2.1,1,0,0,0,0,1,1
1136,57,33,9,93106,1,0.1,2,91,0,1,0,1,0
4866,50,24,133,90025,4,1.4,2,342,1,0,0,0,1
965,27,1,78,92037,4,2.3,3,157,0,1,0,1,0
3922,30,6,48,95812,1,1.2,1,0,0,0,0,1,0
4623,47,20,13,94545,3,0.67,2,0,0,0,0,1,0
2079,35,11,21,95814,2,1.0,2,0,0,0,0,0,0
1109,55,29,61,95051,4,2.8,2,0,0,0,0,1,1
1095,50,24,44,94086,4,1.8,1,0,0,0,0,1,1
3781,49,25,109,92780,2,6.8,1,0,0,0,0,0,0
3383,62,36,103,92182,2,2.8,1,0,0,1,1,1,0
4061,31,6,174,93023,2,6.7,1,0,0,0,0,1,1
377,45,21,61,94304,3,0.7,1,0,0,0,0,0,0
4867,41,17,71,94801,2,3.2,1,0,0,0,0,1,1
1986,31,7,31,94920,4,0.4,2,79,0,0,0,0,0
2485,46,21,30,92697,1,1.4,3,112,0,1,0,0,0
2904,58,34,41,95833,3,1.5,1,0,0,0,0,1,1
2314,58,32,54,94035,3,0.3,2,0,0,0,0,1,1
3847,31,5,43,94720,1,1.5,1,0,0,0,0,0,0
4805,58,32,40,94124,1,2.8,2,0,0,0,0,0,0
1549,57,32,21,92037,4,0.9,2,113,0,1,0,0,0
346,51,27,12,92192,4,0.5,2,78,0,1,0,1,0
3777,27,3,135,93108,3,2.7,3,449,1,0,0,0,1
3698,39,13,59,95616,3,0.5,3,0,0,0,0,0,0
2091,50,25,79,95023,1,2.9,1,307,0,0,0,0,1
4650,59,35,121,91423,1,4.3,1,0,0,0,0,1,0
2834,46,22,152,90009,2,1.4,1,0,0,0,0,1,0
3933,26,2,55,94305,3,0.7,2,0,0,0,0,1,0
2041,41,16,91,94720,3,0.5,3,0,0,0,0,0,0
3067,63,33,40,91320,4,1.67,3,0,0,0,0,1,0
1673,48,23,173,94546,3,0.2,1,0,1,0,1,1,1
4956,63,37,39,91207,2,0.7,3,0,0,0,0,1,1
4886,54,30,28,92103,2,0.8,1,0,0,0,0,1,0
4884,38,13,129,92646,3,4.1,3,0,1,0,1,1,1
4666,40,16,65,90095,2,3.2,1,0,0,0,0,1,0
2429,39,12,108,92717,4,3.67,2,301,1,0,0,0,1
4446,49,25,135,90064,2,1.4,1,82,0,0,0,1,1
3253,62,38,78,92521,2,0.0,3,0,0,0,0,1,0
2192,42,18,171,90027,2,8.0,1,0,0,0,0,1,0
3769,42,16,62,94309,1,0.7,3,170,0,0,1,1,1
4817,50,24,83,92333,3,3.0,2,0,0,0,0,0,1
1466,45,19,60,91911,1,0.7,3,159,0,0,0,1,0
3401,48,22,39,94065,1,1.2,2,0,0,0,0,0,0
4976,38,11,29,95207,4,1.0,2,0,0,0,0,1,0
3625,58,28,70,92028,1,1.4,3,0,0,0,0,0,0
1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0
1349,38,14,35,95051,1,1.5,2,97,0,0,0,1,0
3436,33,8,58,92037,4,1.3,1,0,0,1,0,0,0
2020,43,17,44,94611,1,0.2,1,0,0,1,1,1,0
2080,26,2,40,94132,1,1.0,3,0,0,0,0,1,0
2366,43,18,22,91311,2,0.3,2,0,0,0,0,0,0
1451,59,34,80,90086,3,0.5,1,0,0,0,0,1,1
3582,28,4,33,91330,3,1.0,2,0,0,0,0,0,1
3473,54,27,120,92672,4,3.0,2,431,1,0,0,1,0
683,58,34,12,90504,1,0.1,2,0,0,0,0,0,1
4687,61,35,113,91741,2,2.8,1,0,0,0,0,0,0
2691,64,38,29,90245,3,0.7,2,0,0,0,0,1,0
4925,36,12,89,91304,2,2.7,1,0,0,0,0,0,0
1543,50,20,19,92612,4,0.4,3,0,0,0,0,0,0
910,23,-1,149,91709,1,6.33,1,305,0,0,0,0,1
2025,36,12,113,94305,4,0.2,1,0,1,0,0,0,0
3983,24,0,119,94566,1,1.5,1,0,0,0,0,1,0
3713,50,25,112,92154,1,0.6,1,0,0,0,0,0,0
2158,25,0,71,93727,4,0.2,1,78,0,1,0,0,0
958,56,32,88,94309,2,0.3,1,0,0,0,0,1,0
1263,26,1,53,94720,2,1.6,3,0,0,0,0,1,0
4228,32,7,111,90277,1,3.8,1,0,0,1,0,0,0
4405,29,5,34,94301,1,0.4,3,0,0,0,0,0,0
552,59,34,14,93118,1,0.1,1,0,0,0,0,1,1
1979,37,11,32,94612,2,1.4,3,0,0,1,0,1,0
2538,53,27,75,94303,1,1.9,2,0,0,0,0,1,0
1941,57,33,55,92630,1,1.8,3,0,0,0,0,1,0
478,64,39,24,95112,4,0.4,2,78,0,0,0,1,0
132,58,34,149,93720,4,7.2,2,0,1,0,1,1,1
2355,35,9,8,94043,1,0.4,2,0,0,0,0,1,0
4382,33,8,39,94542,4,0.8,1,0,0,0,0,1,0
2906,64,40,8,94110,2,0.3,3,0,0,0,0,1,0
4703,35,5,108,90630,2,2.75,3,0,1,1,0,0,0
2215,53,27,89,92735,1,0.8,3,146,0,0,0,1,1
2008,48,21,78,94010,3,2.0,2,0,0,0,0,1,1
1341,35,11,82,94131,4,3.4,1,0,0,0,0,0,0
2325,41,11,35,93107,1,0.75,3,114,0,0,0,1,0
3006,62,36,148,94111,3,7.0,2,0,1,0,0,1,0
136,58,33,45,93010,4,2.1,1,0,0,0,0,1,1
1643,27,3,84,95814,3,1.5,1,0,0,0,0,1,1
4023,35,5,81,94234,4,4.0,3,0,0,0,0,1,0
2481,39,13,50,91768,2,2.4,2,0,0,0,0,0,0
48,37,12,194,91380,4,0.2,3,211,1,1,1,1,1
1746,37,12,40,90065,2,1.1,2,0,0,1,0,0,1
970,41,15,58,94704,3,0.5,3,0,0,0,0,1,0
1372,58,32,65,95621,3,2.5,1,222,0,0,0,1,0
3661,38,12,59,93401,2,2.4,2,0,0,0,0,0,0
1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0
3981,46,22,89,92866,4,1.4,2,0,0,0,0,1,0
3393,32,7,58,92612,1,1.0,1,0,0,0,0,1,0
1350,26,2,171,93943,3,6.0,2,0,1,0,0,1,0
4493,56,26,91,94939,1,3.0,3,0,0,0,0,1,1
3659,60,35,24,92612,1,0.1,1,0,0,0,0,0,0
149,52,28,163,91423,2,0.4,1,116,0,0,0,1,0
3642,59,35,74,94402,4,2.3,3,0,0,0,0,0,0
2648,61,37,155,91605,1,2.9,1,0,0,0,0,1,0
723,45,21,132,91103,3,1.2,2,0,1,0,1,1,1
4974,31,1,68,95045,4,4.0,3,0,0,0,0,1,0
4210,35,9,21,91125,2,1.4,3,125,0,0,0,1,0
4339,54,30,121,92121,2,0.4,1,0,0,0,0,1,0
467,25,0,13,91342,2,0.9,3,0,0,0,0,1,0
898,62,37,21,92691,4,0.4,2,137,0,0,0,1,1
664,46,20,49,90503,3,2.2,2,0,0,0,0,0,0
3023,59,33,89,94608,4,1.9,2,0,0,0,0,1,1
2423,58,32,163,95014,2,0.5,1,400,0,0,0,0,0
3944,61,36,188,91360,1,9.3,2,0,1,0,0,0,0
2912,30,4,54,93033,4,1.8,3,235,0,0,0,1,0
812,63,33,52,94720,4,1.67,3,0,0,0,0,0,0
1502,30,4,35,92130,2,0.3,2,0,0,1,0,0,1
1954,49,25,22,90058,4,0.2,1,83,0,0,0,1,0
2868,59,33,110,90007,3,4.4,1,264,0,0,0,1,0
4303,52,27,85,92037,3,3.4,3,0,1,0,0,0,0
1893,55,30,55,94110,3,1.7,1,0,0,0,0,0,1
3913,40,14,69,95348,1,1.5,3,0,0,0,0,0,0
3557,35,11,30,94303,1,1.7,1,0,0,1,0,0,1
2074,46,20,54,91107,1,0.7,3,154,0,0,0,1,1
4575,35,11,193,91765,2,6.5,1,0,0,0,0,0,1
1667,51,25,190,95138,2,4.2,2,0,1,0,0,1,0
1489,38,12,39,95825,2,0.3,1,174,0,0,0,1,0
4983,36,10,45,95126,4,0.2,1,0,0,0,0,0,1
756,56,30,45,91103,4,0.7,2,0,0,0,0,0,1
3028,53,29,50,93305,4,0.1,3,152,0,0,0,1,0
2562,31,5,180,94720,1,2.9,3,144,1,1,0,0,0
4725,34,8,21,94107,4,1.0,1,0,0,0,0,0,0
3838,44,19,40,92350,4,0.0,2,0,0,0,0,1,0
1420,30,4,39,91105,1,1.5,1,0,0,0,0,0,1
4610,54,28,80,95006,4,2.6,3,143,0,0,0,0,0
1936,34,9,191,94086,1,4.8,3,0,1,0,1,1,1
4797,26,0,42,95032,4,1.3,3,0,0,1,0,0,0
4126,60,34,95,94104,2,0.7,2,322,0,0,0,1,1
2123,55,29,64,93437,3,0.8,1,119,0,0,0,0,1
4043,29,3,190,92612,2,4.5,1,246,0,0,0,1,1
2013,57,31,51,93943,1,1.4,1,0,0,0,0,1,1
3238,35,9,22,94085,3,0.1,2,0,0,0,1,1,1
4811,58,34,11,92037,2,0.3,1,96,0,0,0,1,0
1518,52,26,45,92697,4,1.8,1,0,0,0,0,1,0
1309,54,24,50,92037,3,2.0,3,0,0,0,0,1,1
2040,51,25,32,91605,2,0.4,3,0,0,0,0,1,0
577,25,-1,48,92870,3,0.3,3,0,0,0,0,0,1
3387,35,10,142,94061,4,0.8,3,0,1,0,0,0,0
763,32,6,85,90504,1,2.7,2,100,0,0,0,1,0
2805,56,32,33,95014,3,1.5,1,0,0,0,0,0,0
2600,44,20,71,91006,4,2.0,3,0,0,0,0,0,1
3575,56,30,64,95123,3,0.3,2,0,0,0,0,0,1
3283,45,21,91,95054,1,4.7,1,0,0,0,0,1,0
3207,33,7,80,91103,2,1.5,3,0,0,0,0,1,1
2430,33,7,58,95616,4,2.2,2,0,0,0,0,1,1
1632,61,36,153,91105,1,2.6,2,0,1,1,1,0,1
3220,39,15,33,92346,1,2.0,2,0,0,0,0,0,0
2706,53,26,22,92831,1,0.5,2,100,0,0,0,1,0
4727,34,10,38,95039,1,1.33,1,0,0,1,0,1,0
4380,42,17,53,93023,4,1.9,3,0,0,0,0,1,0
3727,39,13,43,94304,3,0.5,3,0,0,0,0,1,0
1682,32,8,141,90005,2,4.33,1,0,0,0,0,0,0
4231,62,36,115,92093,2,2.8,1,202,0,0,0,1,1
1858,37,13,105,94066,1,0.8,2,0,0,0,0,0,1
3792,41,17,80,91330,1,0.3,1,0,0,0,0,0,0
3226,52,28,38,95064,4,0.9,2,0,0,0,0,0,1
2629,33,6,78,95819,4,2.0,2,0,0,1,0,1,0
2071,62,37,95,91107,3,0.5,1,0,0,0,0,0,0
4402,60,35,42,91902,3,1.5,1,0,0,0,0,0,1
2992,42,17,113,93014,3,1.0,1,0,0,1,0,1,0
3465,61,37,172,92612,4,4.25,1,0,1,0,1,1,1
2911,46,22,102,95039,3,4.5,3,0,1,0,0,1,0
2033,62,37,32,90266,3,0.2,1,0,0,1,0,0,1
3254,55,30,35,94025,1,1.5,2,118,0,0,0,0,1
4964,32,6,98,95054,2,4.5,3,306,0,0,0,0,0
1905,38,14,91,95060,2,0.0,1,0,0,0,0,1,0
4801,33,7,73,94028,1,2.5,1,135,0,0,0,0,0
1832,47,22,30,94118,4,0.4,2,115,0,0,0,1,1
4310,34,8,188,94025,1,2.9,3,0,1,0,0,1,0
3907,61,35,60,90245,1,2.5,3,0,0,0,0,1,0
753,64,39,22,90071,4,0.6,2,0,0,0,0,0,0
397,50,24,29,93023,4,0.1,1,0,0,0,0,0,0
4476,43,18,59,95039,3,0.8,3,91,0,0,0,1,0
4962,39,14,108,91401,3,1.2,3,0,0,0,0,1,1
4172,58,31,49,94521,4,2.5,2,0,0,0,0,1,0
2731,56,30,43,90401,2,0.3,1,0,0,1,0,0,0
263,49,23,33,90245,1,0.3,3,0,0,0,1,1,1
4717,60,34,83,95616,2,1.4,1,75,0,1,0,1,0
2969,44,18,162,90840,4,1.3,1,301,1,0,0,0,0
3415,61,36,18,95010,1,1.3,1,0,0,0,0,0,0
1113,52,28,51,94949,1,1.6,3,0,0,1,0,0,1
1999,56,32,103,94111,3,4.0,3,0,1,0,0,0,0
4990,24,0,38,93555,1,1.0,3,0,0,0,0,1,0
1164,34,9,138,94720,2,7.8,1,227,0,0,0,1,0
3602,37,13,75,94305,3,2.6,2,0,0,1,0,0,0
642,35,10,139,95060,2,7.8,1,0,0,0,0,0,0
2951,42,16,55,95820,1,0.7,3,135,0,0,0,1,0
2953,33,8,182,94065,1,8.6,1,0,0,0,0,0,0
3068,31,5,101,94501,1,2.9,3,170,0,1,0,0,0
2618,44,20,65,92037,2,2.5,1,0,0,0,0,1,0
4871,55,30,28,94040,2,2.0,2,0,0,0,0,1,1
985,50,25,15,92173,1,0.4,3,0,0,0,0,0,0
4992,51,25,92,91330,1,1.9,2,100,0,0,0,0,1
4335,55,29,92,92130,1,1.9,2,0,0,0,0,0,0
1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1
3511,38,11,69,92124,3,2.33,2,0,0,0,0,0,0
1467,33,9,145,94303,2,4.33,1,277,0,0,0,0,1
2068,58,32,180,91770,1,2.9,1,0,0,0,0,0,1
4594,54,30,133,95747,1,5.0,2,0,1,0,0,0,1
719,56,31,21,90024,2,0.2,3,137,0,0,1,1,1
3391,29,3,73,94720,3,0.3,3,0,0,0,0,0,0
3552,60,35,55,92807,3,0.5,2,172,0,0,0,0,0
2792,44,20,182,94710,2,7.6,1,0,0,0,0,0,0
360,32,6,32,93106,1,1.9,3,0,0,0,0,1,0
709,35,10,21,92182,3,1.3,1,115,0,0,0,0,0
2586,51,26,70,91320,1,2.8,2,0,0,0,0,1,1
4826,56,32,84,95014,2,1.6,1,0,0,0,0,1,0
3667,60,35,51,94143,2,2.8,1,0,0,0,0,1,0
521,61,37,54,90024,4,1.2,2,129,0,0,0,1,1
3130,39,14,10,92705,2,0.3,2,0,0,1,0,0,1
261,51,27,58,92407,1,0.0,1,0,0,0,0,0,1
4860,34,8,165,91107,1,7.0,3,541,1,0,0,0,0
1238,38,13,169,92093,1,6.8,3,0,1,0,1,1,1
4944,26,0,12,96003,1,0.1,2,0,0,0,0,1,0
